artist,album_name,album_uri,track,trackuri,release_date,id,song_uri,track_href,analysis_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"Royce Da 5'9""",Build & Destroy,spotify:album:4p2ULCVsTN6rlCC6veUQGC,What The Beat,spotify:track:1tvWqe8cdqUOWSDx7a8yEV,1/20/2015,4WlhMYiPUp94kZO5uzVk7i,spotify:track:4WlhMYiPUp94kZO5uzVk7i,https://api.spotify.com/v1/tracks/4WlhMYiPUp94kZO5uzVk7i,https://api.spotify.com/v1/audio-analysis/4WlhMYiPUp94kZO5uzVk7i,0.458,0.79,6,-10.452,0,0.117,0.000707,9.3e-05,0.151,0.274,121.096,261160,4
Helmet,Judgement Night: Music From The Motion Picture,spotify:album:1qwrbuNLtDcuj2myhuESlh,Just Another Victim,spotify:track:4WlhMYiPUp94kZO5uzVk7i,6/7/1993,2PqlNf0pCCyPARt6LPToUD,spotify:track:2PqlNf0pCCyPARt6LPToUD,https://api.spotify.com/v1/tracks/2PqlNf0pCCyPARt6LPToUD,https://api.spotify.com/v1/audio-analysis/2PqlNf0pCCyPARt6LPToUD,0.795,0.732,10,-8.041,1,0.255,0.0135,7.24e-06,0.0487,0.717,94.224,275827,4
Cypress Hill,Greatest Hits From The Bong,spotify:album:3xHJGNNuHwJucBWYLpkM6U,(Rock) Superstar (feat. Chino Moreno & Everlast),spotify:track:2PqlNf0pCCyPARt6LPToUD,12/13/2005,2atLJJ57iHPU63yaamjXHO,spotify:track:2atLJJ57iHPU63yaamjXHO,https://api.spotify.com/v1/tracks/2atLJJ57iHPU63yaamjXHO,https://api.spotify.com/v1/audio-analysis/2atLJJ57iHPU63yaamjXHO,0.609,0.731,9,-6.846,1,0.322,0.397,0,0.664,0.685,91.778,296267,4
Diddy,Victory,spotify:album:0T2Bu0NAteXkG9vuMnp5eK,Victory (feat. The Notorious B.I.G. & Busta Rhymes),spotify:track:2atLJJ57iHPU63yaamjXHO,1998,276zciJ7Fg7Jk6Ta6QuLkp,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp,https://api.spotify.com/v1/tracks/276zciJ7Fg7Jk6Ta6QuLkp,https://api.spotify.com/v1/audio-analysis/276zciJ7Fg7Jk6Ta6QuLkp,0.841,0.898,8,-7.135,1,0.104,0.271,0.0151,0.304,0.931,98.401,169727,4
Anderson .Paak,Malibu,spotify:album:4VFG1DOuTeDMBjBLZT7hCK,Come Down,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp,1/15/2016,7tszeVkfxO5ISkjZWpIG88,spotify:track:7tszeVkfxO5ISkjZWpIG88,https://api.spotify.com/v1/tracks/7tszeVkfxO5ISkjZWpIG88,https://api.spotify.com/v1/audio-analysis/7tszeVkfxO5ISkjZWpIG88,0.785,0.864,10,-2.955,0,0.192,0.19,9.19e-06,0.345,0.776,106.495,227027,4
Obie Trice,Cheers,spotify:album:7exM52pkWRKdoZqkheCRCC,Got Some Teeth,spotify:track:7tszeVkfxO5ISkjZWpIG88,1/1/2003,58cg2prQ2CkyOT6JwfoUh3,spotify:track:58cg2prQ2CkyOT6JwfoUh3,https://api.spotify.com/v1/tracks/58cg2prQ2CkyOT6JwfoUh3,https://api.spotify.com/v1/audio-analysis/58cg2prQ2CkyOT6JwfoUh3,0.787,0.639,1,-5.907,1,0.168,0.0207,2.65e-05,0.333,0.756,125.24,304627,4
D12,SHADYXV,spotify:album:6wdSf72duVewXTqhYU3Z87,Purple Pills,spotify:track:58cg2prQ2CkyOT6JwfoUh3,11/24/2014,6rEiAGNetnFvUErD7bvzfE,spotify:track:6rEiAGNetnFvUErD7bvzfE,https://api.spotify.com/v1/tracks/6rEiAGNetnFvUErD7bvzfE,https://api.spotify.com/v1/audio-analysis/6rEiAGNetnFvUErD7bvzfE,0.891,0.605,9,-7.236,0,0.367,0.145,0.000348,0.0909,0.24,120.002,272720,4
E-40,Sharp On All 4 Corners: Corner 1,spotify:album:4IrPjjw9wJhLPeYzX9TYIY,Choices (Yup),spotify:track:6rEiAGNetnFvUErD7bvzfE,12/9/2014,3n5qF6aprwEIjHWuH5jECM,spotify:track:3n5qF6aprwEIjHWuH5jECM,https://api.spotify.com/v1/tracks/3n5qF6aprwEIjHWuH5jECM,https://api.spotify.com/v1/audio-analysis/3n5qF6aprwEIjHWuH5jECM,0.423,0.842,7,-4.072,1,0.357,0.00876,0,0.309,0.611,83.59,225653,4
Rick Ross,Trilla,spotify:album:3DIGh7QbQEwtLCJ07P4XGa,The Boss,spotify:track:3n5qF6aprwEIjHWuH5jECM,1/1/2008,1SWVDBtw6h3tm9OehOkDhv,spotify:track:1SWVDBtw6h3tm9OehOkDhv,https://api.spotify.com/v1/tracks/1SWVDBtw6h3tm9OehOkDhv,https://api.spotify.com/v1/audio-analysis/1SWVDBtw6h3tm9OehOkDhv,0.772,0.821,11,-0.14,0,0.25,0.223,0,0.148,0.77,91.921,244200,4
Dr. Dre,2001,spotify:album:7q2B4M5EiBkqrlsNW8lB7N,What's The Difference,spotify:track:1SWVDBtw6h3tm9OehOkDhv,11/16/1999,0odHj0qIf86vHBsXB30IkZ,spotify:track:0odHj0qIf86vHBsXB30IkZ,https://api.spotify.com/v1/tracks/0odHj0qIf86vHBsXB30IkZ,https://api.spotify.com/v1/audio-analysis/0odHj0qIf86vHBsXB30IkZ,0.628,0.629,6,-4.829,0,0.0485,0.118,0,0.102,0.3,157.99,249288,4
Wiz Khalifa,Blacc Hollywood (Deluxe),spotify:album:2pl9PVgr8QFKRGY0HY69GI,So High (feat. Ghost Loft),spotify:track:0odHj0qIf86vHBsXB30IkZ,8/19/2014,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,258343,4
Macklemore & Ryan Lewis,The Heist,spotify:album:76FXHQhTuT4QMIxfL09gX8,Can't Hold Us (feat. Ray Dalton),spotify:track:3bidbhpOYeV4knp8AIu8Xn,10/9/2012,5pfJsMwoRYKampPay8amX0,spotify:track:5pfJsMwoRYKampPay8amX0,https://api.spotify.com/v1/tracks/5pfJsMwoRYKampPay8amX0,https://api.spotify.com/v1/audio-analysis/5pfJsMwoRYKampPay8amX0,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,292593,4
Macklemore & Ryan Lewis,This Unruly Mess I've Made,spotify:album:2kqn09pydzvKvB3xWbAxY4,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",spotify:track:5pfJsMwoRYKampPay8amX0,2/26/2016,0WzdDIn3KPEU7892vqiBdK,spotify:track:0WzdDIn3KPEU7892vqiBdK,https://api.spotify.com/v1/tracks/0WzdDIn3KPEU7892vqiBdK,https://api.spotify.com/v1/audio-analysis/0WzdDIn3KPEU7892vqiBdK,0.886,0.406,1,-15.189,0,0.209,0.0546,0.0501,0.111,0.587,98.321,260117,4
Digable Planets,90s Hip Hop,spotify:album:02iJCvraOTUaROHIIVOrCO,Rebirth of Slick (Cool Like Dat),spotify:track:0WzdDIn3KPEU7892vqiBdK,7/7/2017,5vtQOcVlNyqLsqNKkUAP1i,spotify:track:5vtQOcVlNyqLsqNKkUAP1i,https://api.spotify.com/v1/tracks/5vtQOcVlNyqLsqNKkUAP1i,https://api.spotify.com/v1/audio-analysis/5vtQOcVlNyqLsqNKkUAP1i,0.808,0.857,1,-5.404,1,0.0978,0.0476,0.000888,0.767,0.776,127.939,227387,4
Aesop Rock,The Impossible Kid,spotify:album:1An1m0S3ZdQy9Uuo476D12,Rings,spotify:track:5vtQOcVlNyqLsqNKkUAP1i,4/29/2016,5DJTYOAHZEKjNqXpOwnomi,spotify:track:5DJTYOAHZEKjNqXpOwnomi,https://api.spotify.com/v1/tracks/5DJTYOAHZEKjNqXpOwnomi,https://api.spotify.com/v1/audio-analysis/5DJTYOAHZEKjNqXpOwnomi,0.707,0.683,0,-8.728,1,0.0683,0.184,0.00108,0.108,0.567,116.009,243627,4
Aesop Rock,None Shall Pass,spotify:album:7mB5yhTfOUdtLdjRAsPY4t,None Shall Pass,spotify:track:5DJTYOAHZEKjNqXpOwnomi,8/28/2007,4ucDv4HgZuuV9vDnwpSzld,spotify:track:4ucDv4HgZuuV9vDnwpSzld,https://api.spotify.com/v1/tracks/4ucDv4HgZuuV9vDnwpSzld,https://api.spotify.com/v1/audio-analysis/4ucDv4HgZuuV9vDnwpSzld,0.502,0.688,1,-8.41,0,0.214,0.317,6.18e-05,0.13,0.17,183.864,247200,4
Cunninlynguists,Strange Journey Volume One,spotify:album:6wnrUArTHnoO7XoY7oYXWr,Don't Leave (When Winter Comes) [feat. Slug of Atmosphere],spotify:track:4ucDv4HgZuuV9vDnwpSzld,3/24/2009,33s1Z82VCdqSmdunwBvzAJ,spotify:track:33s1Z82VCdqSmdunwBvzAJ,https://api.spotify.com/v1/tracks/33s1Z82VCdqSmdunwBvzAJ,https://api.spotify.com/v1/audio-analysis/33s1Z82VCdqSmdunwBvzAJ,0.89,0.643,1,-9.134,1,0.285,0.62,0,0.11,0.624,126.967,221937,4
Aesop Fables,Living the Dream While Awake,spotify:album:4ToHQbXd9CPC3yYgzZoJgc,Moving At the Speed of Life (feat. Slug),spotify:track:33s1Z82VCdqSmdunwBvzAJ,10/1/2010,276zciJ7Fg7Jk6Ta6QuLkp,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp,https://api.spotify.com/v1/tracks/276zciJ7Fg7Jk6Ta6QuLkp,https://api.spotify.com/v1/audio-analysis/276zciJ7Fg7Jk6Ta6QuLkp,0.841,0.898,8,-7.135,1,0.104,0.271,0.0151,0.304,0.931,98.401,169727,4
Anderson .Paak,Malibu,spotify:album:4VFG1DOuTeDMBjBLZT7hCK,Come Down,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp,1/15/2016,7h92c8JNP4bY5r8m42hKqn,spotify:track:7h92c8JNP4bY5r8m42hKqn,https://api.spotify.com/v1/tracks/7h92c8JNP4bY5r8m42hKqn,https://api.spotify.com/v1/audio-analysis/7h92c8JNP4bY5r8m42hKqn,0.826,0.655,0,-6.28,1,0.289,0.0177,0,0.0826,0.767,166.036,241400,4
Living Legends,Almost Famous,spotify:album:6cUOu1RolnwWJsgfk816Av,Night Prowler (feat. Slug),spotify:track:7h92c8JNP4bY5r8m42hKqn,10/10/2001,1SWVDBtw6h3tm9OehOkDhv,spotify:track:1SWVDBtw6h3tm9OehOkDhv,https://api.spotify.com/v1/tracks/1SWVDBtw6h3tm9OehOkDhv,https://api.spotify.com/v1/audio-analysis/1SWVDBtw6h3tm9OehOkDhv,0.772,0.821,11,-0.14,0,0.25,0.223,0,0.148,0.77,91.921,244200,4
Dr. Dre,2001,spotify:album:7q2B4M5EiBkqrlsNW8lB7N,What's The Difference,spotify:track:1SWVDBtw6h3tm9OehOkDhv,11/16/1999,7iXF2W9vKmDoGAhlHdpyIa,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,https://api.spotify.com/v1/tracks/7iXF2W9vKmDoGAhlHdpyIa,https://api.spotify.com/v1/audio-analysis/7iXF2W9vKmDoGAhlHdpyIa,0.924,0.74,8,-1.299,1,0.0774,0.0827,0,0.163,0.621,133.974,222293,4
Dr. Dre,2001,spotify:album:7q2B4M5EiBkqrlsNW8lB7N,Forgot About Dre,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,11/16/1999,4rLpAOk5KVNcqEMK3m6Lje,spotify:track:4rLpAOk5KVNcqEMK3m6Lje,https://api.spotify.com/v1/tracks/4rLpAOk5KVNcqEMK3m6Lje,https://api.spotify.com/v1/audio-analysis/4rLpAOk5KVNcqEMK3m6Lje,0.84,0.798,8,-5.079,1,0.0699,0.045,4.32e-05,0.172,0.695,100.175,246347,4
Snoop Dogg,Doggystyle,spotify:album:7f9KDGqY7X2VLBM5aA66KM,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",spotify:track:4rLpAOk5KVNcqEMK3m6Lje,1993,5lBjKm0YbgCQdKRcvDzPAJ,spotify:track:5lBjKm0YbgCQdKRcvDzPAJ,https://api.spotify.com/v1/tracks/5lBjKm0YbgCQdKRcvDzPAJ,https://api.spotify.com/v1/audio-analysis/5lBjKm0YbgCQdKRcvDzPAJ,0.629,0.669,7,-8.68,1,0.384,0.0341,5.8e-05,0.132,0.757,171.892,180427,4
Aesop Rock,Float,spotify:album:4uC2NmWBxzizUR5Q2y2IAg,I'll Be Ok (feat. Slug),spotify:track:5lBjKm0YbgCQdKRcvDzPAJ,9/5/2000,7kH21UpmSW9vWDqxAa8oVP,spotify:track:7kH21UpmSW9vWDqxAa8oVP,https://api.spotify.com/v1/tracks/7kH21UpmSW9vWDqxAa8oVP,https://api.spotify.com/v1/audio-analysis/7kH21UpmSW9vWDqxAa8oVP,0.887,0.779,1,-4.568,1,0.235,0.673,0,0.111,0.62,126.955,221520,4
Living Legends,"Legendary Music, Vol. 1",spotify:album:244kqXjk11Qz89p4YcQFTz,"Moving at the Speed of Life (feat. Aesop, Slug)",spotify:track:7kH21UpmSW9vWDqxAa8oVP,8/8/2006,1yUl2G3VJdkidTqXWBt2UD,spotify:track:1yUl2G3VJdkidTqXWBt2UD,https://api.spotify.com/v1/tracks/1yUl2G3VJdkidTqXWBt2UD,https://api.spotify.com/v1/audio-analysis/1yUl2G3VJdkidTqXWBt2UD,0.804,0.786,7,-9.441,1,0.232,0.0418,0.000786,0.387,0.263,104.334,114693,4
Beastie Boys,Ill Communication,spotify:album:6lfjbwFGzQ6aSNP1N3JlT8,Flute Loop,spotify:track:1yUl2G3VJdkidTqXWBt2UD,5/23/1994,0XgpiStoxq1IJncYlPrvZ5,spotify:track:0XgpiStoxq1IJncYlPrvZ5,https://api.spotify.com/v1/tracks/0XgpiStoxq1IJncYlPrvZ5,https://api.spotify.com/v1/audio-analysis/0XgpiStoxq1IJncYlPrvZ5,0.754,0.785,10,-8.178,0,0.18,0.0287,0.00144,0.319,0.821,94.123,296267,4
The Pharcyde,Labcabincalifornia (Deluxe Edition),spotify:album:05Qg48LlYGKYdeXrNGg00g,Runnin',spotify:track:0XgpiStoxq1IJncYlPrvZ5,1/1/1995,6cJFX6HlFc91SLHiUqtiaC,spotify:track:6cJFX6HlFc91SLHiUqtiaC,https://api.spotify.com/v1/tracks/6cJFX6HlFc91SLHiUqtiaC,https://api.spotify.com/v1/audio-analysis/6cJFX6HlFc91SLHiUqtiaC,0.657,0.458,7,-8.926,1,0.27,0.0351,0,0.251,0.591,96.061,199920,4
Creature,never say die,spotify:album:4EXa1yTU0COAFC2xC8Dlkt,Better Man feat Slug of Atmosphere,spotify:track:6cJFX6HlFc91SLHiUqtiaC,7/20/2005,0SiXUBgqtFRk8rGKd0z3LH,spotify:track:0SiXUBgqtFRk8rGKd0z3LH,https://api.spotify.com/v1/tracks/0SiXUBgqtFRk8rGKd0z3LH,https://api.spotify.com/v1/audio-analysis/0SiXUBgqtFRk8rGKd0z3LH,0.679,0.83,6,-8.666,0,0.0397,0.00464,0.309,0.127,0.535,104.999,249311,4
The Orb,The Orb - History Of The Future (Deluxe Edition),spotify:album:7cUZK5ii1GJqR4rYoVflfi,"Little Fluffy Clouds - 7"" Edit",spotify:track:0SiXUBgqtFRk8rGKd0z3LH,1/1/2013,0eEXcw3JLVXcRxYrVYMy68,spotify:track:0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/tracks/0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/audio-analysis/0eEXcw3JLVXcRxYrVYMy68,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,226133,4
A Tribe Called Quest,The Anthology,spotify:album:3FAK4h4t9uV4JxzESXllAU,Electric Relaxation,spotify:track:0eEXcw3JLVXcRxYrVYMy68,10/26/1999,05c9bGDmuB6eTcwDtXB61E,spotify:track:05c9bGDmuB6eTcwDtXB61E,https://api.spotify.com/v1/tracks/05c9bGDmuB6eTcwDtXB61E,https://api.spotify.com/v1/audio-analysis/05c9bGDmuB6eTcwDtXB61E,0.827,0.66,4,-6.666,1,0.172,0.0873,0.0257,0.0627,0.863,97.389,286200,4
Public Enemy,He Got Game,spotify:album:5TCcYBokUjzJysum1xL68a,He Got Game,spotify:track:05c9bGDmuB6eTcwDtXB61E,4/21/1998,3Dh10QBwBWVQAMJNNhLRq4,spotify:track:3Dh10QBwBWVQAMJNNhLRq4,https://api.spotify.com/v1/tracks/3Dh10QBwBWVQAMJNNhLRq4,https://api.spotify.com/v1/audio-analysis/3Dh10QBwBWVQAMJNNhLRq4,0.73,0.837,6,-5.359,0,0.281,0.385,0,0.321,0.867,92.127,273573,4
Hieroglyphics,3rd Eye Vision,spotify:album:0NzbSqyQ70uJyPRep1Yg6L,You Never Knew,spotify:track:3Dh10QBwBWVQAMJNNhLRq4,1/1/1998,66Exwk617LAM1nk3fJflZq,spotify:track:66Exwk617LAM1nk3fJflZq,https://api.spotify.com/v1/tracks/66Exwk617LAM1nk3fJflZq,https://api.spotify.com/v1/audio-analysis/66Exwk617LAM1nk3fJflZq,0.925,0.785,11,-5.164,1,0.252,0.14,5.12e-06,0.145,0.868,93.011,258440,4
Hieroglyphics,3rd Eye Vision,spotify:album:0NzbSqyQ70uJyPRep1Yg6L,At the Helm,spotify:track:66Exwk617LAM1nk3fJflZq,1/1/1998,47wZfF4OdME3xkIPhhpSSF,spotify:track:47wZfF4OdME3xkIPhhpSSF,https://api.spotify.com/v1/tracks/47wZfF4OdME3xkIPhhpSSF,https://api.spotify.com/v1/audio-analysis/47wZfF4OdME3xkIPhhpSSF,0.591,0.855,11,-8.339,0,0.339,0.00832,5.87e-05,0.771,0.78,136.734,158467,4
Busta Rhymes,Extinction Level Event: The Final World Front,spotify:album:4zb4gmGzDYtlWMjmc1NZWW,Gimme Some More,spotify:track:47wZfF4OdME3xkIPhhpSSF,1998,3gRlmtdCyNoKiyozn2pqc9,spotify:track:3gRlmtdCyNoKiyozn2pqc9,https://api.spotify.com/v1/tracks/3gRlmtdCyNoKiyozn2pqc9,https://api.spotify.com/v1/audio-analysis/3gRlmtdCyNoKiyozn2pqc9,0.753,0.749,1,-6.132,0,0.316,0.0285,0,0.0845,0.832,93.79,246440,4
Mos Def,Black On Both Sides,spotify:album:5gK2l2LgWY0BA4p9uy27z6,Mathematics,spotify:track:3gRlmtdCyNoKiyozn2pqc9,10/12/1999,4TGHOWSNAwUXn5onDQr0P1,spotify:track:4TGHOWSNAwUXn5onDQr0P1,https://api.spotify.com/v1/tracks/4TGHOWSNAwUXn5onDQr0P1,https://api.spotify.com/v1/audio-analysis/4TGHOWSNAwUXn5onDQr0P1,0.933,0.499,5,-7.483,0,0.351,0.0562,0,0.0934,0.843,101.781,221200,4
Slick Rick,The Art Of Storytelling,spotify:album:4cZL0gsOEIOPLXdhc18vex,Street Talkin',spotify:track:4TGHOWSNAwUXn5onDQr0P1,1/1/1999,0vtJ9Dq53hfXE3KyP1yPni,spotify:track:0vtJ9Dq53hfXE3KyP1yPni,https://api.spotify.com/v1/tracks/0vtJ9Dq53hfXE3KyP1yPni,https://api.spotify.com/v1/audio-analysis/0vtJ9Dq53hfXE3KyP1yPni,0.688,0.489,0,-7.848,1,0.0378,0.00053,0.00292,0.143,0.364,94.27,183000,4
Sublime,40oz. To Freedom,spotify:album:0vuwlanMPucXrYMGnOjhYL,40oz. To Freedom,spotify:track:0vtJ9Dq53hfXE3KyP1yPni,6/1/1992,4FlWVsDRnYa28oJSAApL4t,spotify:track:4FlWVsDRnYa28oJSAApL4t,https://api.spotify.com/v1/tracks/4FlWVsDRnYa28oJSAApL4t,https://api.spotify.com/v1/audio-analysis/4FlWVsDRnYa28oJSAApL4t,0.861,0.646,7,-8.342,1,0.21,0.00892,2.37e-06,0.164,0.471,97.261,259093,4
Sublime,40oz. To Freedom,spotify:album:0vuwlanMPucXrYMGnOjhYL,Don't Push,spotify:track:4FlWVsDRnYa28oJSAApL4t,6/1/1992,2qN7J3rwekpYjskmtOT6Ex,spotify:track:2qN7J3rwekpYjskmtOT6Ex,https://api.spotify.com/v1/tracks/2qN7J3rwekpYjskmtOT6Ex,https://api.spotify.com/v1/audio-analysis/2qN7J3rwekpYjskmtOT6Ex,0.604,0.518,9,-7.409,0,0.0471,0.0337,0.0112,0.133,0.568,94.049,212360,4
Sublime,40oz. To Freedom,spotify:album:0vuwlanMPucXrYMGnOjhYL,Let's Go Get Stoned,spotify:track:2qN7J3rwekpYjskmtOT6Ex,6/1/1992,0dUQI22joLSJc0kSLNnRi4,spotify:track:0dUQI22joLSJc0kSLNnRi4,https://api.spotify.com/v1/tracks/0dUQI22joLSJc0kSLNnRi4,https://api.spotify.com/v1/audio-analysis/0dUQI22joLSJc0kSLNnRi4,0.776,0.566,1,-9.506,1,0.242,0.156,1.32e-05,0.284,0.647,96.783,197813,4
Sublime,40oz. To Freedom,spotify:album:0vuwlanMPucXrYMGnOjhYL,D.J.'s,spotify:track:0dUQI22joLSJc0kSLNnRi4,6/1/1992,2qGgFxiXWplBWJwk4jYFuV,spotify:track:2qGgFxiXWplBWJwk4jYFuV,https://api.spotify.com/v1/tracks/2qGgFxiXWplBWJwk4jYFuV,https://api.spotify.com/v1/audio-analysis/2qGgFxiXWplBWJwk4jYFuV,0.819,0.37,10,-8.738,0,0.0684,0.00613,0.038,0.14,0.665,99.48,193747,4
Sublime,40oz. To Freedom,spotify:album:0vuwlanMPucXrYMGnOjhYL,New Song,spotify:track:2qGgFxiXWplBWJwk4jYFuV,6/1/1992,7FLQo89iaS5gf2hnIEW7P9,spotify:track:7FLQo89iaS5gf2hnIEW7P9,https://api.spotify.com/v1/tracks/7FLQo89iaS5gf2hnIEW7P9,https://api.spotify.com/v1/audio-analysis/7FLQo89iaS5gf2hnIEW7P9,0.64,0.695,4,-8.196,0,0.202,0.0113,2.75e-05,0.36,0.787,102.288,217653,4
Sublime,40oz. To Freedom,spotify:album:0vuwlanMPucXrYMGnOjhYL,Date Rape,spotify:track:7FLQo89iaS5gf2hnIEW7P9,6/1/1992,0KQd3QY1Y8zC2rfO4ZBQRC,spotify:track:0KQd3QY1Y8zC2rfO4ZBQRC,https://api.spotify.com/v1/tracks/0KQd3QY1Y8zC2rfO4ZBQRC,https://api.spotify.com/v1/audio-analysis/0KQd3QY1Y8zC2rfO4ZBQRC,0.85,0.797,10,-7.429,0,0.136,0.0964,8.38e-06,0.34,0.63,99.615,260307,4
Del The Funky Homosapien,The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook,spotify:album:2XYtkhFpj90gSdbdmk0Wur,Mistadobalina,spotify:track:0KQd3QY1Y8zC2rfO4ZBQRC,2/10/2004,5pylhGjxwQnfaeyJ95QAhc,spotify:track:5pylhGjxwQnfaeyJ95QAhc,https://api.spotify.com/v1/tracks/5pylhGjxwQnfaeyJ95QAhc,https://api.spotify.com/v1/audio-analysis/5pylhGjxwQnfaeyJ95QAhc,0.916,0.686,9,-8.404,1,0.0547,0.00505,0.000359,0.0609,0.628,99.023,190533,4
Q-Tip,Amplified,spotify:album:2SGHbXwTsuIOoAdBPsnIDW,Vivrant Thing - Club Mix,spotify:track:5pylhGjxwQnfaeyJ95QAhc,11/23/1999,0mn2aNlhflKRuWhzhiMnda,spotify:track:0mn2aNlhflKRuWhzhiMnda,https://api.spotify.com/v1/tracks/0mn2aNlhflKRuWhzhiMnda,https://api.spotify.com/v1/audio-analysis/0mn2aNlhflKRuWhzhiMnda,0.706,0.777,1,-5.598,0,0.0637,0.157,6.65e-06,0.332,0.565,95.014,306533,4
Method Man,Def Jam Music Group Tenth Year Anniversary Box Set,spotify:album:64kKwrozBmnX7PPu2OU9yv,I'll Be There For You/You're All I Need To Get By (Puff Daddy Mix),spotify:track:0mn2aNlhflKRuWhzhiMnda,11/17/1995,530J9GupahE2O4a1iVkQxB,spotify:track:530J9GupahE2O4a1iVkQxB,https://api.spotify.com/v1/tracks/530J9GupahE2O4a1iVkQxB,https://api.spotify.com/v1/audio-analysis/530J9GupahE2O4a1iVkQxB,0.851,0.657,2,-5.161,1,0.0559,0.119,0,0.0743,0.644,94.036,235046,4
Jidenna,Classic Man (feat. Kendrick Lamar) [Remix],spotify:album:0b2j47HuTRqlzvROQktVtg,Classic Man (feat. Kendrick Lamar) - Remix,spotify:track:530J9GupahE2O4a1iVkQxB,6/22/2015,3Ti0GdlrotgwsAVBBugv0I,spotify:track:3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/audio-analysis/3Ti0GdlrotgwsAVBBugv0I,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,251573,4
A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),spotify:album:3kV0i1qqudjf0PGawJ4jck,Can I Kick It?,spotify:track:3Ti0GdlrotgwsAVBBugv0I,4/17/1990,4UQMOPSUVJVicIQzjAcRRZ,spotify:track:4UQMOPSUVJVicIQzjAcRRZ,https://api.spotify.com/v1/tracks/4UQMOPSUVJVicIQzjAcRRZ,https://api.spotify.com/v1/audio-analysis/4UQMOPSUVJVicIQzjAcRRZ,0.705,0.504,6,-8.307,1,0.226,0.00299,0,0.695,0.727,102.006,167600,4
Kanye West,Graduation,spotify:album:4SZko61aMnmgvNhfhgTuD3,Champion,spotify:track:4UQMOPSUVJVicIQzjAcRRZ,9/11/2007,51pshtuYkgUQnt5huMPbKL,spotify:track:51pshtuYkgUQnt5huMPbKL,https://api.spotify.com/v1/tracks/51pshtuYkgUQnt5huMPbKL,https://api.spotify.com/v1/audio-analysis/51pshtuYkgUQnt5huMPbKL,0.794,0.766,9,-3.894,0,0.0377,0.0135,0,0.0785,0.55,127.007,195873,4
Mac Miller,K.I.D.S.,spotify:album:0WzOtZBpXvWdNdH7hCJ4qo,The Spins,spotify:track:51pshtuYkgUQnt5huMPbKL,8/13/2010,2OPxM2L3KtuehqY24vTMGs,spotify:track:2OPxM2L3KtuehqY24vTMGs,https://api.spotify.com/v1/tracks/2OPxM2L3KtuehqY24vTMGs,https://api.spotify.com/v1/audio-analysis/2OPxM2L3KtuehqY24vTMGs,0.921,0.641,1,-6.491,1,0.166,0.0274,0,0.0645,0.828,144.986,203840,4
Kodak Black,FEMA (Finesse Elevate Motivate Achieve),spotify:album:1mUwtBhnrDj0dkwnEjhOj0,Heart Mind,spotify:track:2OPxM2L3KtuehqY24vTMGs,10/31/2017,7wBJfHzpfI3032CSD7CE2m,spotify:track:7wBJfHzpfI3032CSD7CE2m,https://api.spotify.com/v1/tracks/7wBJfHzpfI3032CSD7CE2m,https://api.spotify.com/v1/audio-analysis/7wBJfHzpfI3032CSD7CE2m,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4
Travis Scott,ASTROWORLD,spotify:album:41GuZcammIkupMPKH2OJ6I,STARGAZING,spotify:track:7wBJfHzpfI3032CSD7CE2m,8/3/2018,5g1cV8vAkt1ihjwlW8DWrF,spotify:track:5g1cV8vAkt1ihjwlW8DWrF,https://api.spotify.com/v1/tracks/5g1cV8vAkt1ihjwlW8DWrF,https://api.spotify.com/v1/audio-analysis/5g1cV8vAkt1ihjwlW8DWrF,0.755,0.594,7,-5.906,1,0.216,0.241,0,0.107,0.237,178.929,238053,4
